,n_estimators,min_samples_split,min_samples_leaf,max_samples,max_depth,train_avg_accuracy,train_avg_recall,train_avg_specificity,train_avg_f1,train_avg_precision,train_std_accuracy,train_std_recall,train_std_specificity,train_std_f1,train_std_precision,test_accuracy,test_recall,test_specificity,test_f1,test_precision,threshold,alpha_h,alpha_p,train_dataset_accuracy,test_dataset_accuracy
0,150,0.1,0.4,0.1,90,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,38,0.325,0.5,0.775,10,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,112,0.775,0.30000000000000004,0.325,,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,150,0.55,0.1,0.1,9,0.39707317073170734,0.0,0.9158730158730158,0.0,0.0,0.08391147852609591,0.0,0.05575926371508031,0.0,0.0,0.4074074074074074,0.0,1.0,0.0,0.0,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,150,1.0,0.4,0.775,3,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,150,0.1,0.1,0.55,,0.4070731707317073,0.0,0.9444444444444444,0.0,0.0,0.08158290491749431,0.0,0.05555555555555556,0.0,0.0,0.4074074074074074,0.0,1.0,0.0,0.0,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,1,0.55,0.4,0.325,10,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,1,1.0,0.1,0.775,50,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,112,0.325,0.30000000000000004,0.775,1,0.36536585365853663,0.4,0.7,0.20363636363636362,0.16375,0.12208931205874166,0.24494897427831783,0.19999999999999998,0.16205294512841595,0.14009483395186276,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,38,0.1,0.1,1.0,,0.33207317073170733,0.0,0.8436507936507937,0.0,0.0,0.055190708250718645,0.0,0.12376627246161444,0.0,0.0,0.4074074074074074,0.0,1.0,0.0,0.0,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,1,0.55,0.1,0.325,9,0.5429268292682927,1.0,0.0,0.6638354041261512,0.5429268292682927,0.12340559592856491,0.0,0.0,0.1262943326030533,0.12340559592856491,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,112,1.0,0.1,0.55,9,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,75,0.775,0.2,0.325,70,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,150,0.1,0.1,0.775,9,0.4070731707317073,0.0,0.9444444444444444,0.0,0.0,0.08158290491749431,0.0,0.05555555555555556,0.0,0.0,0.4074074074074074,0.0,1.0,0.0,0.0,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,112,0.1,0.2,0.55,9,0.39707317073170734,0.0,0.9158730158730158,0.0,0.0,0.08391147852609591,0.0,0.05575926371508031,0.0,0.0,0.4074074074074074,0.0,1.0,0.0,0.0,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,112,1.0,0.2,0.55,,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,150,1.0,0.5,0.1,1,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,1,0.1,0.4,1.0,10,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,75,0.1,0.5,0.325,9,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,1,0.775,0.30000000000000004,0.55,70,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,75,1.0,0.4,0.325,70,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,150,0.325,0.2,0.1,70,0.39707317073170734,0.0,0.9158730158730158,0.0,0.0,0.08391147852609591,0.0,0.05575926371508031,0.0,0.0,0.4074074074074074,0.0,1.0,0.0,0.0,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,38,1.0,0.4,1.0,50,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.012742749857031334,0.7772 (157/202),0.2593 (14/54)
0,1,0.1,0.4,0.1,9,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,75,0.55,0.1,0.775,,0.4214634146341464,0.2,0.7158730158730159,0.14375,0.11219512195121953,0.0902641704332872,0.20000000000000004,0.1862696890998357,0.14374999999999996,0.11219512195121951,0.4074074074074074,0.0,1.0,0.0,0.0,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,150,0.1,0.4,0.1,90,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,38,0.325,0.5,0.775,10,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,112,0.775,0.30000000000000004,0.325,,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,150,0.55,0.1,0.1,9,0.39707317073170734,0.0,0.9158730158730158,0.0,0.0,0.08391147852609591,0.0,0.05575926371508031,0.0,0.0,0.4074074074074074,0.0,1.0,0.0,0.0,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,150,1.0,0.4,0.775,3,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,150,0.1,0.1,0.55,,0.4070731707317073,0.0,0.9444444444444444,0.0,0.0,0.08158290491749431,0.0,0.05555555555555556,0.0,0.0,0.4074074074074074,0.0,1.0,0.0,0.0,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,1,0.55,0.4,0.325,10,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,1,1.0,0.1,0.775,50,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,112,0.325,0.30000000000000004,0.775,1,0.36536585365853663,0.4,0.7,0.20363636363636362,0.16375,0.12208931205874166,0.24494897427831783,0.19999999999999998,0.16205294512841595,0.14009483395186276,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,38,0.1,0.1,1.0,,0.35207317073170735,0.15,0.8492063492063492,0.041379310344827586,0.024,0.058097182116681606,0.15,0.11835778972893489,0.04137931034482758,0.024,0.4074074074074074,0.0,1.0,0.0,0.0,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,1,0.55,0.1,0.325,9,0.5429268292682927,1.0,0.0,0.6638354041261512,0.5429268292682927,0.12340559592856491,0.0,0.0,0.1262943326030533,0.12340559592856491,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,112,1.0,0.1,0.55,9,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,75,0.775,0.2,0.325,70,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,150,0.1,0.1,0.775,9,0.4070731707317073,0.0,0.9444444444444444,0.0,0.0,0.08158290491749431,0.0,0.05555555555555556,0.0,0.0,0.4074074074074074,0.0,1.0,0.0,0.0,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,112,0.1,0.2,0.55,9,0.39707317073170734,0.0,0.9158730158730158,0.0,0.0,0.08391147852609591,0.0,0.05575926371508031,0.0,0.0,0.4074074074074074,0.0,1.0,0.0,0.0,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,112,1.0,0.2,0.55,,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,150,1.0,0.5,0.1,1,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,1,0.1,0.4,1.0,10,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,75,0.1,0.5,0.325,9,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,1,0.775,0.30000000000000004,0.55,70,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,75,1.0,0.4,0.325,70,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,150,0.325,0.2,0.1,70,0.39707317073170734,0.0,0.9158730158730158,0.0,0.0,0.08391147852609591,0.0,0.05575926371508031,0.0,0.0,0.4074074074074074,0.0,1.0,0.0,0.0,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,38,1.0,0.4,1.0,50,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.016237767391887217,0.7772 (157/202),0.2593 (14/54)
0,1,0.1,0.4,0.1,9,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.0206913808111479,0.7772 (157/202),0.2593 (14/54)
0,75,0.55,0.1,0.775,,0.4214634146341464,0.2,0.7158730158730159,0.14375,0.11219512195121953,0.0902641704332872,0.20000000000000004,0.1862696890998357,0.14374999999999996,0.11219512195121951,0.4074074074074074,0.0,1.0,0.0,0.0,6.6923370570000005,0.01,0.0206913808111479,0.7772 (157/202),0.2593 (14/54)
0,150,0.1,0.4,0.1,90,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.0206913808111479,0.7772 (157/202),0.2593 (14/54)
0,38,0.325,0.5,0.775,10,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.0206913808111479,0.7772 (157/202),0.2593 (14/54)
0,112,0.775,0.30000000000000004,0.325,,0.40146341463414636,0.8,0.2,0.47962487781036167,0.37219512195121957,0.11516186265578975,0.20000000000000004,0.20000000000000004,0.1618416387395622,0.13361279705174384,0.5925925925925926,1.0,0.0,0.7441860465116279,0.5925925925925926,6.6923370570000005,0.01,0.0206913808111479,0.7772 (157/202),0.2593 (14/54)
0,150,0.55,0.1,0.1,9,0.39707317073170734,0.0,0.9158730158730158,0.0,0.0,0.08391147852609591,0.0,0.05575926371508031,0.0,0.0,0.4074074074074074,0.0,1.0,0.0,0.0,6.6923370570000005,0.01,0.0206913808111479,0.7772 (157/202),0.2593 (14/54)
